file_name,title,presenter,presenters,abstract,datetime,location,session_key,session_date,source_url,speaker_count
hydrocircuitry-environmentally-sound-data-storage-systems-b528b0f5.md,Hydrocircuitry: Environmentally-Sound Data Storage Systems,Leece Oliver LaRue,Leece Oliver LaRue,Not listed on the session detail page.,"Thursday, Apr 16, 2026 3:45 PM - 4:15 PM MST",Ballroom D Meecha,B528B0F5-BAAD-44A1-758E-4A771B39FD42,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=B528B0F5-BAAD-44A1-758E-4A771B39FD42&session_date=Thursday%2C%20Apr%2016%2C%202026,1
idsov-gov-promoting-successful-actions-in-relationship-with-nagpra-0c351a14.md,IDSov/Gov Promoting Successful Actions in Relationship with NAGPRA,Sierra Hicks,Sierra Hicks,"This session encourages moving from principles to practice through the invocation of the CARE Principles for Indigenous Data Governance in relation to the Native American Graves Protection and Repatriation Act (NAGPRA). To explore how the Native American Graves Protection and Repatriation Act (NAGPRA) is consistent with Indigenous Data Sovereignty (IDSov) aims, we are analyzing its alignment with the CARE Principles for Indigenous Data Governance. Using the Indigenous Data Governance (IDGov) Bundle for Indigenous Peoples and Tribal Nations, we’ll present opportunities to promote successful actions around NAGPRA in effect. A case study of the Karuk Tribe’s existing data governance mechanisms (policy, protocols, etc.) will be conducted. It will contribute to suggestions and analysis around how Indigenous Peoples might bolster their own legal systems to assert intellectual property rights. As a cross-sector collaboration involving academia and Tribal governance, this work takes a decolonizing approach in emergence from community desire and in continuation under Tribal oversight. We aim towards generating discourse about Tribal operationalization of IDSov principles and US legal infrastructure for Indigenous Data Rights. The session will begin with introductions, followed by a presentation from Sierra Hicks, Jewel Cummins & Leece LaRue, emphasizing ties to Day 1 themes of Authority to Control and Responsibility. The session will then proceed to a roundtable conversation to gather participant perspectives on data being considered cultural patrimony under NAGPRA. The session will conclude with an open discussion on relevant topics and areas of consideration for presenters and attendees.","Wednesday, Apr 15, 2026 3:45 PM - 4:45 PM MST",Junior Ballroom J Heeka,0C351A14-972D-3305-F541-56649CB82794,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C351A14-972D-3305-F541-56649CB82794&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
implications-of-environmental-data-collection-on-tribal-lands-0c352074.md,Implications of environmental data collection on Tribal lands,Paige Johnson,Paige Johnson,"This project investigates how Indigenous Data Sovereignty (IDS) protocols apply to environmental data collected on Tribal lands by federal/state entities. The 2011/2014 flooding of the Missouri River and need for further soil moisture data led the United States Army Corps of Engineers Omaha District to implement a Mesonet weather station monitoring network across the Upper Missouri River Basin (UMRB). Historically, the Army Corps hasn’t included Indigenous perspectives into their decision-making, which has caused Tribes to be distrustful of partnerships with them. The UMRB monitoring network will span across the UMRB, and with over thirty Tribes calling the area home, there is much potential for weather station installation on Tribal lands. We must understand how state Mesonets are working with Tribes to site, implement, and manage weather stations. 
Interviews were conducted with state Mesonet and Army Corps officials focused on their work with the UMRB monitoring network, partnerships with Tribes, data sharing/use protocols, and the role Tribal input and environmental data has on future policy/decision-making. Analyses of interviews indicated most federal/state officials express a desire to work with Tribal partners, but there are few guidelines in place to do so, and collaboration with Tribes is not a consistent priority. A range of Tribal engagement was documented, and several state Mesonets expressed an interest in developing data infrastructure, Tribally-specific data tools, and providing further training in collaboration with Tribal colleges. Increased environmental data collection on Tribal lands requires a discussion of IDS and the long-term plan for data to honor Tribal sovereignty.","Thursday, Apr 16, 2026 3:00 PM - 3:30 PM MST",Junior Ballroom G Seewa,0C352074-C58B-D737-2E63-8219F5FC3398,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C352074-C58B-D737-2E63-8219F5FC3398&session_date=Thursday%2C%20Apr%2016%2C%202026,1
indigenous-data-alliance-0c352805.md,Indigenous Data Alliance,Cheryl Ellenwood,Cheryl Ellenwood,"In this presentation, we introduce the Indigenous Data Alliance. The Indigenous Data Alliance (IDA) is a new independent non-profit organization catalyzing change through data and policy by Indigenous Peoples for Indigenous Peoples on Indigenous lands and water. We are an Indigenous women-led community of data scientists, researchers, policy analysts, and relatives. IDA creates an alliance among three existing organizations that have been leading this work in what is currently called the United States for the last decade: the US Indigenous Data Sovereignty Network, the Collaboratory for Indigenous Data Governance, and the Data Warriors Lab. 
Our mission is to activate Indigenous Data Sovereignty to reclaim data, policy, people, and lands through Indigenous hands. 
Our vision is for all Tribal Nations and Indigenous Peoples in every region of the US and its territories to assert their rights of IDSov. 
Co-Founders of IDA will share exciting updates and opportunities for engagement.","Wednesday, Apr 15, 2026 5:00 PM - 6:00 PM MST",Junior Ballroom J Heeka,0C352805-A73A-2B89-F6EB-B5CF440ADB2E,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C352805-A73A-2B89-F6EB-B5CF440ADB2E&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
indigenous-data-sovereignty-and-american-archaeology-taking-responsibility-to-do-better-re-0c352ff7.md,Indigenous Data Sovereignty and American Archaeology: Taking Responsibility to do Better Regarding the Messy Legacy of Archaeological Datasets,Joshua Watts,Joshua Watts,"American archaeology largely remains a discipline shaped by non-Indigenous researchers and compliance specialists (including academic, government workers, and private sector) and supported by a legal framework focused on historic preservation. Field and laboratory work in that context conducted over the last 100-plus years has generated enormous amounts of data primarily about pre-contact Indigenous settlements, artifacts, and People. In particular, the Cultural Resources Management (CRM) industry—starting in the 1970s and now accounting for over a billion dollars annually for compliance work, often with Federal agencies either as clients or permit issuers—has led to a deluge of archaeological data. But, at present, these datasets remain incredibly difficult to manage, access, understand, and use for Indigenous and non-Indigenous scholars alike. Current database managers and researchers are wrestling with these legacy resources and assuming responsibility to leverage these resources to help support Indigenous Peoples’ self-determination and collective benefit. This roundtable brings together a group of Indigenous and non-Indigenous archaeologists working in the Southwest US to discuss how their programs are engaging with Indigenous Data Sovereignty issues and the CARE principles. Panelists include: 
- Skylar Begay (Diné, Mandan and Hidatsa ) - moderator
- Joshua Watts + Caitlynn Mayhew (Diné) - cyberSW.org
- Katharine Williams (Absentee Shawnee Tribe of Oklahoma) - Crow Canyon Archaeological Center
- Shannon Cowell - BIA ARPA Assistance Program 
- Amy Gillaspie + Anastasia Walhovd (Red Cliff Band of Lake Superior Chippewa) - BIA NAGPRA Assistance Program
- Susan Ryan - Crow Canyon Archaeological Center","Wednesday, Apr 15, 2026 10:30 AM - 11:30 AM MST",Junior Ballroom I Vatwe,0C352FF7-BFF6-6862-C35B-ACFEC6007B35,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C352FF7-BFF6-6862-C35B-ACFEC6007B35&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
indigenous-data-sovereignty-at-archaeology-southwest-0c353735.md,Indigenous Data Sovereignty at Archaeology Southwest,Skylar Begay; Joshua Watts,Skylar Begay; Joshua Watts,"In 2021, the Tucson-based nonprofit Archaeology Southwest (ASW) adopted its Model for Tribal Collaboration, which guides the organization in its efforts to partner with Tribal Nations across all program areas. The collaboration model was published as an ASW position paper, and is available at https://bit.ly/3JhENRV. Before developing that model, work at ASW largely focused on its core mission of archaeological research, site preservation, and public outreach/education. Since then, the organization has delved deeply into the ethical management of archaeological data in the online database web application cyberSW.org (“cyber Southwest”) while working closely with a Tribal advisory group. This effort also led to the development of a Digital Indigenous Field Guide concept (focused on Cultural Keystone Species of plants and animals) in partnership with an Indigenous researcher and the Gila River Indian Community. Now, the organization seeks to deepen its commitment to collaboration with Tribes by adopting Indigenous Data Sovereignty principles into its mission and day to day operations. This presentation will focus on the effort to develop a new position paper authored by ASW staff, including Indigenous and non-Indigenous archaeologists, that will complement the Model for Tribal Collaboration and guide the organization in its effort to align itself with Indigenous Data Sovereignty principles.","Wednesday, Apr 15, 2026 3:45 PM - 4:15 PM MST",Junior Ballroom F Huya,0C353735-FC72-BB44-7388-655D7FAECCA4,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C353735-FC72-BB44-7388-655D7FAECCA4&session_date=Wednesday%2C%20Apr%2015%2C%202026,2
indigenous-innovations-for-a-tribal-data-repository-0c353f4e.md,Indigenous Innovations for a Tribal Data Repository,Kali Dale,Kali Dale,"NativeBio Data Consortium and partners constructed a Tribal Data Repository (TDR) to provide a safe haven for data from Tribal Nations that is generated from federally funded projects and to empower Tribal communities to directly govern their data. Indigenous Data Sovereignty is a foundational principle to the TDR; these principles guide co-creation of unique agreements with Tribes on storing, sharing, accessing, and using data from NIH-funded projects involving American Indian/Alaskan Native people. The TDR exercises a federated governance model that provides an avenue for Tribes to provide direct input into decision-making processes in the TDR and how their data is stored and made available to research, allowing for Tribes to have direct control over policies and procedures that regulate their data. This presentation is aligned with Theme 2: Authority to Control because it’s a system that uploads Indigenous authority to control their data in US federal funded research projects and","Wednesday, Apr 15, 2026 2:00 PM - 2:30 PM MST",Ballroom D Meecha,0C353F4E-B807-EEC5-A027-FCD4C3648AE7,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C353F4E-B807-EEC5-A027-FCD4C3648AE7&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
infrastructure-to-address-relational-accountability-supporting-indigenous-data-needs-0c35469b.md,Infrastructure to Address Relational Accountability: Supporting Indigenous Data Needs,Sandra Littletree; Joshua Brown,Sandra Littletree; Joshua Brown,"Few libraries and data repositories have the digital and human infrastructure to support the diverse data needs of Indigenous scholars who use qualitative research methods and collect culturally sensitive data. Additionally, archives holding established collections of qualitative research data often lack the data stewardship infrastructures aligned with the values and desires of Indigenous communities and their data sovereignty goals. The Data Services for Indigenous Scholarship and Sovereignty (DSISS) initiative at the University of Washington Information School is developing practical and technical approaches to the CARE Principles for research data services (RDS) and library and archival practices. Guided by engagement with scholars with work deeply embedded in Indigenous communities, DSISS is examining how data infrastructures within the Qualitative Data Repository (QDR) can support stewardship of Indigenous culture and language data in ways that bring the relational accountability inherent in Indigenous research to the forefront. This presentation provides an overview and preliminary progress of the project’s two tracks: 1) CARE for Active Scholarship and 2) CARE for Established Collections. We will discuss the project’s development of the collaborative curation approach that advances metadata, documentation, and controls for data from active scholars. Additionally, we will share our analysis of archival records for CARE enhancement opportunities, including potential for application of TK (Traditional Knowledge) Notices and enriched description. The DSISS project is committed to providing operational frameworks and guidelines for institutions to enhance contextual and relational integrity, and the imperative of building trust between collecting institutions and Indigenous communities.","Thursday, Apr 16, 2026 12:00 PM - 12:30 PM MST",Junior Ballroom F Huya,0C35469B-A46F-958C-7398-216304EE7365,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C35469B-A46F-958C-7398-216304EE7365&session_date=Thursday%2C%20Apr%2016%2C%202026,2
insights-and-lessons-learned-from-a-data-sovereignty-project-among-urban-indian-organizati-0c354f18.md,Insights and lessons learned from a data sovereignty project among Urban Indian Organizations in Montana,Matthew Croxton; Christian Goes Ahead Lopez; Dana Kingfisher; Blakely Brown; Kim Gilchrist; Ali Manuel,Matthew Croxton; Christian Goes Ahead Lopez; Dana Kingfisher; Blakely Brown; Kim Gilchrist; Ali Manuel,"We would like to share information about our data sovereignty project that engages three Urban Indian Organizations (UIOs) in Montana.
The primary goals of this project are to talk with data sovereignty experts and American Indian and Alaska Native (AI/AN) community members living in urban areas about data sovereignty initiatives and how health research data can be shared and stored between Montana UIOs. At the Summit, we will share what we are learning from these interviews and our collaborative research approach, and invite discussion and questions from other groups working on similar initiatives under the Day 1 theme of Authority to Control.
Background of our study: 
The five UIOs in Montana are aware of the importance of data sovereignty and are taking steps to transition from dependence on ill-fitting data systems, that often gatekeep data and prevent community access—to data sovereignty.
Currently, there are no formal practices for data collection, sharing, ownership, and sovereignty at Montana UIOs. This research study is exploring barriers and enhancers for developing a data collection, sharing, storage and sovereignty agreement between three Montana UIOs by conducting interviews with stakeholders knowledgeable about Indigenous data sovereignty protocols and AIAN staff and community members associated with these UIOs. The UIOs will then explore the feasibility of implementing a data sovereignty initiative across the three organizations and share these initiatives with other UIOs.","Wednesday, Apr 15, 2026 5:00 PM - 6:00 PM MST",Junior Ballroom I Vatwe,0C354F18-9146-FC92-6918-9E63E57518D9,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C354F18-9146-FC92-6918-9E63E57518D9&session_date=Wednesday%2C%20Apr%2015%2C%202026,6
integrating-indigenous-data-sovereignty-into-academic-plant-biocollections-0c355ef9.md,Integrating Indigenous Data Sovereignty into Academic Plant Biocollections,Emiliano Manriquez,Emiliano Manriquez,"This study identifies plant specimens of deep cultural and spiritual significance to Arizona’s Indigenous Nations within the Arizona State University Biocollections and examines how digitization, collection geography, and potential genomic sequencing intersect with Indigenous Data Sovereignty. Stewardship is framed through both the FAIR data principles, which promote accessibility and reuse, and the CARE principles, which emphasize Indigenous governance, responsibility, and authority in data use.
Over 9,000 plant records from the SEINet mapping portal were filtered using geospatial boundaries encompassing twelve major Tribal Nation reservations. Two refined plant datasets, a Species List and a Genus List, were generated and compared in Excel to match culturally significant taxa (e.g., Salvia apiana, Nicotiana attenuata, Pinus edulis) against herbarium records. The Species List produced 4,321 direct specimen matches, while the Genus List identified 5,290 genus-level matches, indicating that culturally sensitive plants are extensively represented in academic collections. Gaps in smaller reservation datasets likely underrepresented the full cultural scope due to SEINet’s mapping limitations.
These findings demonstrate the need for academic institutions to balance FAIR’s goals of openness with CARE’s requirements for community control and ethical accountability. Culturally significant specimens, particularly ceremonial, medicinal, and general ecological taxa, should be governed in collaboration with Indigenous communities to determine appropriate levels of digitization, cataloging, and sequencing. This study models how universities can integrate the FAIR and CARE principles to advance ethical stewardship, reciprocity, and decolonization within biological research.","Wednesday, Apr 15, 2026 5:30 PM - 6:00 PM MST",Junior Ballroom F Huya,0C355EF9-9E87-0D3A-AD9F-3DF50AEB4CED,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C355EF9-9E87-0D3A-AD9F-3DF50AEB4CED&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
launching-the-care-data-maturity-model-0c357798.md,Launching the CARE Data Maturity Model,Riley Taitingfong; Stephanie Carroll; Andrew Martinez; Cassandra Sedran-Price,Riley Taitingfong; Stephanie Carroll; Andrew Martinez; Cassandra Sedran-Price,"This roundtable marks the launch of the CARE Data Maturity Model (CARE DMM), an assessment tool designed to evaluate and strengthen the implementation of the CARE Principles for Indigenous Data Governance in diverse data ecosystems and infrastructures. 
Developed over three years with contributions from Indigenous communities, data practitioners, and institutional partners across multiple sectors, the CARE DMM includes more than 150 indicators, numerous examples of CARE in practice, and accompanying instructional guidelines. Together, these components form a practical toolkit to support organizations in aligning their data policies, systems, and practices with Indigenous rights and interests. 
This roundtable session will introduce participants to the CARE DMM toolkit, preview the guidelines and indicators, and share accessible language and outreach materials to help expand its use across data contexts. Beyond celebrating the launch of this collective effort, the roundtable will provide space for dialogue on how participants envision applying the CARE DMM within their own contexts and what additional features or resources could enhance its usability as a dynamic online tool. We aim to gather reflections and ideas from those working in data repositories, funding bodies, publishing entities, universities, and Indigenous communities, so this interactive session can strengthen a shared understanding of how CARE can be operationalized across domains, while always guiding us home to the local and regional protocols of the Indigenous Peoples, Tribes, and communities to whom the data relate.","Wednesday, Apr 15, 2026 10:30 AM - 11:30 AM MST",Junior Ballroom H Kawi,0C357798-07A6-FAE2-3BF0-E6404A942A83,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C357798-07A6-FAE2-3BF0-E6404A942A83&session_date=Wednesday%2C%20Apr%2015%2C%202026,4
leading-with-care-building-indigenous-data-infrastructure-and-governance-across-alaska-0c35898c.md,Leading with CARE: Building Indigenous Data Infrastructure and Governance Across Alaska,Hannah-Marie Ladd; Chris Turner,Hannah-Marie Ladd; Chris Turner,"Led by the Aleut Community of St. Paul Island (ACSPI) Tribal Government, this presentation shares how Indigenous communities across Alaska are exercising sovereignty over the data and processes that guide governance and environmental resource stewardship. Through initiatives such as the Indigenous Sentinels Network (ISN) and the Bering Sea Research Center (BSRC), Tribes are designing and governing data infrastructures to support ecological research and monitoring programs grounded in Indigenous law, relational accountability, community development, and long-term stewardship. 
These Tribally-led programs operationalize the CARE Principles for Indigenous Data Governance through community-driven technology and tools, ethical data access agreements, the training of Indigenous data stewards, and the establishment of research centers in Indigenous communities. Each effort is rooted in local values and locally determined protocols, ensuring that data and any associated benefits remain in Tribal hands and serve community-defined priorities. By embedding these principles into sovereign digital and organizational infrastructure, Indigenous observers are transforming data collection and management from extractive to reciprocal, aligning infrastructures and their uses with Indigenous responsibilities to people and place.
The efforts described in this presentation individually practice each of the CARE Principles for Indigenous Data Governance: Collective Benefit, Authority to Control, Responsibility, and Ethics. Taken together, the ISN and the BSRC demonstrate one way that Tribal governments are building infrastructures in the service of intergenerational data governance and the flourishing of their cultures and lifeways.","Wednesday, Apr 15, 2026 5:00 PM - 5:30 PM MST",Ballroom D Meecha,0C35898C-EB9B-34BD-2C65-472D822AF5C6,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C35898C-EB9B-34BD-2C65-472D822AF5C6&session_date=Wednesday%2C%20Apr%2015%2C%202026,2
leveraging-federal-resources-to-enhance-native-wellness-reporting-on-the-montana-consortiu-0c359b7f.md,Leveraging Federal Resources to Enhance Native Wellness: Reporting on the Montana Consortium of Urban Indian Health NIH-funded NCREW Project,Brandn Green; Tillie Stewart; Frances Kim,Brandn Green; Tillie Stewart; Frances Kim,"In 2024, the Montana Consortium for Urban Indian Health (MCUIH) was one of 14 Tribal or Native Service Organizations that received an award from the National Institutes of Health Native Collective Research Effort to Enhance Wellness (NCREW) Program. The award has enabled MCUIH and our project partner, JG Research & Evaluation, to explore pathways and mechanisms to enhancing the research capacity and control of each of the five Urban Indian Organizations in Montana that constitute the membership of MCUIH. In this presentation, we will provide an overview of the project goals and research aims, preliminary results from qualitative and quantitative data analysis, and articulate the ways in which we have used the investment to bolster opportunities for integration of CARE Principles within the everyday practice of the UIOs. CARE Principles have been integrated to enable the collective benefit, authority to control, responsibility, and ethics of how clinical data are utilized within the UIOs, how staff are supported to strengthen their use of data in service of their communities, and the integration of UIO clients into the research process. The presentation will be jointly delivered by the project PI – Dr. Brandn Green (project partner) and the study research manager, Tillie Stewart, M.S. (MCUIH).","Wednesday, Apr 15, 2026 11:45 AM - 12:05 PM MST",Junior Ballroom F Huya,0C359B7F-F4D6-29A4-F4DD-751B239A0746,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C359B7F-F4D6-29A4-F4DD-751B239A0746&session_date=Wednesday%2C%20Apr%2015%2C%202026,3
lidar-and-geospatial-data-sovereignty-in-ancestral-contexts-0c35a5c3.md,LiDAR and Geospatial Data Sovereignty in Ancestral Contexts,Katharine Williams,Katharine Williams,"Indigenous Data include maps of ancestral landscapes. LiDAR has been widely embraced by archaeologists because it allows for visualization and examination of bare earth landscapes, thus often significantly reducing the time and costs required for preliminary site location and identification processes. However, this level of access and exposure of ancestral landscapes is a double-edged sword, wherein entire regions are now available for archaeological inquiry without direct conversation or engagement with communities on the ground. This talk examines intersections between geospatial archaeology, particularly in terms of publicly accessible datasets in the United States, and Indigenous Data Sovereignty, even as the logistics of enforcing data governance are increasingly challenging with the rapid production of high resolution spatial datasets.","Wednesday, Apr 15, 2026 12:05 PM - 12:25 PM MST",Ballroom D Meecha,0C35A5C3-077A-1E79-8CE0-D146051B3319,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C35A5C3-077A-1E79-8CE0-D146051B3319&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
mainstage-feed-summit-day-1-9743fae0.md,Mainstage Feed Summit Day 1,,,Not listed on the session detail page.,"Wednesday, Apr 15, 2026 10:30 AM - 1:00 PM MST",,9743FAE0-ECCA-C329-C435-75333237C5A8,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=9743FAE0-ECCA-C329-C435-75333237C5A8&session_date=Wednesday%2C%20Apr%2015%2C%202026,0
mainstage-feed-summit-day-2-97550f61.md,Mainstage Feed Summit Day 2,,,Not listed on the session detail page.,"Thursday, Apr 16, 2026 9:00 AM - 12:00 PM MST",,97550F61-FA07-D7C3-18FF-2F339A45BD5C,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=97550F61-FA07-D7C3-18FF-2F339A45BD5C&session_date=Thursday%2C%20Apr%2016%2C%202026,0
making-kin-with-the-biological-machines-b6d581dc.md,Making Kin with the (biological)Machines,Rolando Perez,Rolando Perez,Not listed on the session detail page.,"Wednesday, Apr 15, 2026 5:20 PM - 5:40 PM MST",Ballroom E Teeka,B6D581DC-AB2D-1EAC-D050-1E082846530B,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=B6D581DC-AB2D-1EAC-D050-1E082846530B&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
memory-and-resistance-laboratory-0c35aeb2.md,Memory and Resistance Laboratory,Latipa Dizon,Latipa Dizon,"The Memory and Resistance Laboratory, or MEM-RES for short, is a multi-disciplinary research initiative that advances emergent practices for memory work in the twenty-first century. We live in moment of unprecedented crisis-- settler warfare, extraction, and climate catastrophe– a moment when artists, writers, librarians, archivists, and teachers are being attacked, and entire ecosystems are being decimated. In this context, MEM-RES understands memory work as planetary in scope and transhistorical in dimension. Our mandate at MEM-RES is to develop living archives that attend to the care, nourishment, and well-being of multigenerational communities. Our work is grounded in an ecology of three programs: Media-Based Cultural Projects, Publications, and Community-Engaged Pedagogies. These three activities are intertwined and each understood as integral to our practice of memory work. This presentation will introduce MEM-RES through our ongoing media-based work with the Ohlone Costanoan Esselen Nation. It will contextual our practice of filmmaking, creating a VR cultural center, multimedia installation, and publication of language reclamation alongside the questions of data, sovereignty, and governance that subtend all media making practice. It will share our desire to develop protocols for media-based practice that center indigenous data sovereignty and governance and that form foundational practices for community-engaged work in art and documentary.","Wednesday, Apr 15, 2026 5:30 PM - 6:00 PM MST",Junior Ballroom G Seewa,0C35AEB2-D22B-DC23-E759-191DF19420FB,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C35AEB2-D22B-DC23-E759-191DF19420FB&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
nafws-tribal-mapping-analytics-project-advancing-indigenous-data-responsibility-and-sovere-0c35beb7.md,NAFWS Tribal Mapping Analytics Project: Advancing Indigenous Data Responsibility and Sovereignty in Wildlife Corridor Mapping,Hannah Golden,Hannah Golden,"The Native American Fish and Wildlife Society (NAFWS), in collaboration with the U.S. Geological Survey (USGS), launched the Tribal Mapping Analytics Project to strengthen Indigenous leadership and capacity in the collection, management, and analysis of wildlife movement data. Rooted in the principles of Indigenous Data Sovereignty and Responsibility, this initiative ensures that tribal data are used to advance self-determination, equity, and the collective benefit of Indigenous communities.
The project established a tribal representative on the USGS Corridor Mapping Team—originally formed in response to Department of the Interior Secretary’s Order 3362—to ensure tribal perspectives and priorities inform national efforts to map and conserve ungulate migration corridors for elk, mule deer, and pronghorn. Through this collaboration, tribes receive technical assistance to map ungulate migration routes, identify critical stopovers, assess threats, and guide conservation decisions.
By building technical capacity through workshops, training, and direct analytical support, the Tribal Mapping Analytics Project empowers tribes to manage and interpret their own movement data responsibly. This presentation will highlight how the project embodies responsible data governance—ensuring that Indigenous data are protected, tribally controlled, and used to sustain both cultural values and ecological resilience.","Wednesday, Apr 15, 2026 11:45 AM - 12:05 PM MST",Ballroom D Meecha,0C35BEB7-B196-5F86-DC11-A4C502E5EFA7,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C35BEB7-B196-5F86-DC11-A4C502E5EFA7&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
ncrew-advancing-tribally-led-research-on-substance-use-and-wellbeing-0c35c892.md,NCREW: Advancing Tribally-Led Research on Substance Use and Wellbeing,Melissa Walls; Jaclyn Smith; Kathy Etz; Christina Ore,Melissa Walls; Jaclyn Smith; Kathy Etz; Christina Ore,"The Native Collective Research Effort to Enhance Wellness (NCREW) Program is a NIH funded initiative to support Tribes and Tribal/Native-Serving organizations (TNSOs) in the US to do research that addresses overdose, substance use, pain, and other related factors. NCREW provides federal funding for research led by and for Native communities. The initiative prioritizes community driven research as critical for culturally grounded, strengths-based, impactful, and sustainable health promotion and intervention efforts, and understands that Tribal ownership of research processes is one aspect for reinforcing Tribal sovereignty. 
The NCREW initiative involves a novel approach to funding and doing research through a multi-stage process to build capacity for and support Tribally-led projects. The current planning phase of NCREW encourages collaboration among a) TNSOs, b) NIH NCREW staff, and c) research organizations/university-based teams. 
In this roundtable, representatives from the NCREW network will provide brief remarks then shift to a moderated discussion. We will focus on lessons learned and ongoing tensions surrounding: 
Establishing leadership and governance structures grounded in Indigenous values, “ethics,” and relational responsibilities 
Creating a network evaluation plan that addresses western evaluation and Indigenous methodologies, time and relationship building, trust and communication, singular or multiple IRB oversight, and CARE principles 
Efforts to understand, debate, and honor diverse viewpoints around data sharing (e.g., access, use, etc.) 
Solutions to practical barriers TNSOs may face as they work towards data sovereignty, including issues related to data management (e.g., IT infrastructure, data analysis support, etc.) 
Navigating federal funding/research policies with a focus on Tribal sovereignty","Wednesday, Apr 15, 2026 3:45 PM - 4:45 PM MST",Junior Ballroom I Vatwe,0C35C892-9682-65C6-91D3-CBE201C76F89,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C35C892-9682-65C6-91D3-CBE201C76F89&session_date=Wednesday%2C%20Apr%2015%2C%202026,4
